"student_id","student_name","gender","class_name","class_teacher","teacher_phone","subject_name","subject_teacher","term_name","year","ca1","ca2","exam","total","grade","school_fees_paid","payment_date","parent_name","parent_phone"
"STU0003","ikeora Amusan","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,19,16,36,71,"A","Yes","2024-04-07","Mr Amusan","08031429110"
"STU0003","ikeora Amusan","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,16,17,37,70,"A","Yes","2024-04-07","Mr Amusan","08031429110"
"STU0003","ikeora Amusan","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,19,7,43,69,"B","Yes","2024-04-07","Mr Amusan","08031429110"
"STU0003","ikeora Amusan","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,5,8,47,60,"B","Yes","2024-04-07","Mr Amusan","08031429110"
"STU0003","ikeora Amusan","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,12,8,31,51,"C","Yes","2024-04-07","Mr Amusan","08031429110"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,18,10,51,79,"A","Yes","2024-01-31","Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,14,8,51,73,"A","Yes","2024-01-31","Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,17,19,47,83,"A","Yes","2024-01-31","Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,14,16,31,61,"B","Yes","2024-01-31","Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,14,18,33,65,"B","Yes","2024-01-31","Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,18,19,45,82,"A","No",NULL,"Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,19,12,43,74,"A","No",NULL,"Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,11,16,54,81,"A","No",NULL,"Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,18,12,50,80,"A","No",NULL,"Mr. USMAN","08022448136"
"STU0004","Fisayo USMAN","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,17,6,44,67,"B","No",NULL,"Mr. USMAN","08022448136"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","1st",2024,9,12,55,76,"A","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","1st",2024,13,16,57,86,"A","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","1st",2024,16,17,38,71,"A","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","1st",2024,17,19,42,78,"A","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","1st",2024,5,13,36,54,"C","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","2nd",2024,13,12,30,55,"C","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","2nd",2024,16,12,53,81,"A","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","2nd",2024,19,15,48,82,"A","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","2nd",2024,5,12,32,49,"F","No",NULL,"Misses Okeke","08081971316"
"STU0005","Diepreye Okeke","M","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","2nd",2024,7,5,56,68,"B","No",NULL,"Misses Okeke","08081971316"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","1st",2024,9,14,36,59,"C","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","1st",2024,14,13,57,84,"A","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","1st",2024,11,13,37,61,"B","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","1st",2024,16,6,30,52,"C","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","1st",2024,11,11,59,81,"A","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","2nd",2024,12,9,32,53,"C","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","2nd",2024,16,12,51,79,"A","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","2nd",2024,15,7,30,52,"C","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","2nd",2024,7,9,44,60,"B","No",NULL,"mrs Rajiovitch","08035808537"
"STU0006","Diana Rajiovitch","F","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","2nd",2024,18,7,30,55,"C","No",NULL,"mrs Rajiovitch","08035808537"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,9,14,52,75,"A","Yes","2024-02-19","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,19,18,36,73,"A","Yes","2024-02-19","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,15,13,44,72,"A","Yes","2024-02-19","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,19,14,39,72,"A","Yes","2024-02-19","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,16,17,48,81,"A","Yes","2024-02-19","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,19,11,46,76,"A","Yes","2024-02-28","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,8,17,33,58,"C","Yes","2024-02-28","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,18,9,52,79,"A","Yes","2024-02-28","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,11,17,44,72,"A","Yes","2024-02-28","Mr. Ojo","08061019678"
"STU0007","monday Ojo","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,15,17,33,65,"B","Yes","2024-02-28","Mr. Ojo","08061019678"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,17,11,56,84,"A","Yes","2024-03-24","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,7,10,57,74,"A","Yes","2024-03-24","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,6,14,42,62,"B","Yes","2024-03-24","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,18,13,50,81,"A","Yes","2024-03-24","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,10,16,57,83,"A","Yes","2024-03-24","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,16,16,49,81,"A","Yes","2024-04-21","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,18,18,40,76,"A","Yes","2024-04-21","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,14,11,57,82,"A","Yes","2024-04-21","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,13,11,59,83,"A","Yes","2024-04-21","mr Akinyemi","08096977837"
"STU0008","Jasmine Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,5,5,54,64,"B","Yes","2024-04-21","mr Akinyemi","08096977837"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,15,18,54,87,"A","Yes","2024-01-09","Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,8,17,38,63,"B","Yes","2024-01-09","Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,7,11,35,53,"C","Yes","2024-01-09","Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,12,15,38,65,"B","Yes","2024-01-09","Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,18,9,30,57,"C","Yes","2024-01-09","Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,7,14,41,62,"B","No",NULL,"Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,12,19,56,87,"A","No",NULL,"Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,10,12,38,60,"B","No",NULL,"Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,8,5,59,72,"A","No",NULL,"Mrs. Alade","08046231783"
"STU0009","Rachael Alade","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,5,14,49,68,"B","No",NULL,"Mrs. Alade","08046231783"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,16,18,36,70,"A","No",NULL,"MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,6,7,46,59,"C","No",NULL,"MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,9,5,53,67,"B","No",NULL,"MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,5,15,46,66,"B","No",NULL,"MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,6,6,57,69,"B","No",NULL,"MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,10,11,34,55,"C","Yes","2024-04-28","MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,5,5,48,58,"C","Yes","2024-04-28","MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,18,6,50,74,"A","Yes","2024-04-28","MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,16,14,35,65,"B","Yes","2024-04-28","MR Kareem","08014308421"
"STU0010","Noxy Kareem","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,11,8,52,71,"A","Yes","2024-04-28","MR Kareem","08014308421"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,15,12,56,83,"A","Yes","2024-01-23","MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,5,19,35,59,"C","Yes","2024-01-23","MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,12,9,49,70,"A","Yes","2024-01-23","MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,6,10,51,67,"B","Yes","2024-01-23","MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,15,19,45,79,"A","Yes","2024-01-23","MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,5,13,57,75,"A","No",NULL,"MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,15,10,45,70,"A","No",NULL,"MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,17,7,49,73,"A","No",NULL,"MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,16,15,33,64,"B","No",NULL,"MR Popoola","08097971488"
"STU0011","Bethel Popoola","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,7,14,32,53,"C","No",NULL,"MR Popoola","08097971488"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,19,7,49,75,"A","No",NULL,"MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,11,8,38,57,"C","No",NULL,"MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,5,12,36,53,"C","No",NULL,"MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,6,12,30,48,"F","No",NULL,"MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,15,16,54,85,"A","No",NULL,"MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,13,6,52,71,"A","Yes","2024-04-13","MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,19,18,39,76,"A","Yes","2024-04-13","MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,7,11,57,75,"A","Yes","2024-04-13","MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,14,13,49,76,"A","Yes","2024-04-13","MR Tijani","08085345555"
"STU0012","Walter Tijani","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,16,5,31,52,"C","Yes","2024-04-13","MR Tijani","08085345555"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,5,18,41,64,"B","Yes","2024-01-23","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,9,9,56,74,"A","Yes","2024-01-23","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,11,13,38,62,"B","Yes","2024-01-23","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,7,7,45,59,"C","Yes","2024-01-23","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,7,8,53,68,"B","Yes","2024-01-23","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,10,12,30,52,"C","Yes","2024-01-02","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,12,8,40,60,"B","Yes","2024-01-02","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,5,12,33,50,"C","Yes","2024-01-02","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,10,12,49,71,"A","Yes","2024-01-02","MR Makanjuola","08028566572"
"STU0013","sodiq Makanjuola","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,18,7,45,70,"A","Yes","2024-01-02","MR Makanjuola","08028566572"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","1st",2024,18,13,32,63,"B","No",NULL,"Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","1st",2024,13,17,47,77,"A","No",NULL,"Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","1st",2024,18,6,31,55,"C","No",NULL,"Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","1st",2024,10,7,45,62,"B","No",NULL,"Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","1st",2024,17,13,33,63,"B","No",NULL,"Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","2nd",2024,5,8,30,43,"A","Yes","2024-04-29","Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","2nd",2024,18,9,45,72,"A","Yes","2024-04-29","Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","2nd",2024,8,12,37,57,"C","Yes","2024-04-29","Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","2nd",2024,11,7,46,64,"B","Yes","2024-04-29","Mrs. Adedayo","08090048665"
"STU0014","Joel Adedayo","M","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","2nd",2024,5,16,56,77,"A","Yes","2024-04-29","Mrs. Adedayo","08090048665"
"STU0015","Zita Owolabi","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,7,10,52,69,"B","No",NULL,"Mr. Owolabi","08082070937"
"STU0015","Zita Owolabi","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,10,18,59,87,"A","No",NULL,"Mr. Owolabi","08082070937"
"STU0015","Zita Owolabi","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,10,10,42,62,"B","No",NULL,"Mr. Owolabi","08082070937"
"STU0015","Zita Owolabi","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,7,10,37,54,"C","No",NULL,"Mr. Owolabi","08082070937"
